S000001307	YIL045W	S. cerevisiae	PIG2	Protein Interacting with Gsy2p	Putative type-1 protein phosphatase targeting subunit; tethers Glc7p type-1 protein phosphatase to Gsy2p glycogen synthase; PIG2 has a paralog, GIP2, that arose from the whole genome duplication
S000001308	YIL046W	S. cerevisiae	MET30	METhionine requiring	F-box protein containing five copies of the WD40 motif; controls cell cycle function, sulfur metabolism, and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p, localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p
S000001309	YIL047C	S. cerevisiae	SYG1	Suppressor of Yeast Gpa1	Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency
S000001310	YIL048W	S. cerevisiae	NEO1	NEOmycin-resistance	Phospholipid translocase (flippase), role in phospholipid asymmetry of plasma membrane; involved in endocytosis, vacuolar biogenesis and Golgi to ER vesicle-mediated transport; localizes to endosomes and the Golgi apparatus
S000001311	YIL049W	S. cerevisiae	DFG10	Defective for Filamentous Growth	Probable polyprenol reductase; catalyzes conversion of polyprenol to dolichol, the precursor for N-glycosylation; involved in filamentous growth; mutations in human homolog SRD5A3 confer CDG (Congenital Disorders of Glycosylation); human SRD5A3 can complement yeast null mutant
S000001312	YIL050W	S. cerevisiae	PCL7	Pho85 CycLin	Pho85p cyclin of the Pho80p subfamily; forms a functional kinase complex with Pho85p which phosphorylates Mmr1p and is regulated by Pho81p; involved in glycogen metabolism, expression is cell-cycle regulated; PCL7 has a paralog, PCL6, that arose from the whole genome duplication
S000001313	YIL051C	S. cerevisiae	MMF1	Mitochondrial Matrix Factor	Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; induction of expression in response to stress is mediated by a Hog1p-regulated antisense RNA and gene looping; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog, HMF1, that arose from the whole genome duplication
S000001314	YIL052C	S. cerevisiae	RPL34B	Ribosomal Protein of the Large subunit	Ribosomal 60S subunit protein L34B; homologous to mammalian ribosomal protein L34, no bacterial homolog; RPL34B has a paralog, RPL34A, that arose from the whole genome duplication
S000001315	YIL053W	S. cerevisiae	GPP1	Glycerol-3-Phosphate Phosphatase	Constitutively expressed DL-glycerol-3-phosphate phosphatase; also known as glycerol-1-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and osmotic stress; GPP1 has a paralog, GPP2, that arose from the whole genome duplication
S000001317	YIL055C	S. cerevisiae	""	""	Putative protein of unknown function
S000001318	YIL056W	S. cerevisiae	VHR1	VHt1 Regulator	Transcriptional activator; required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations; VHR1 has a paralog, VHR2, that arose from the whole genome duplication
S000001319	YIL057C	S. cerevisiae	RGI2	Respiratory growth induced	Protein of unknown function; involved in energy metabolism under respiratory conditions; expression induced under carbon limitation and repressed under high glucose; RGI2 has a paralog, RGI1, that arose from the whole genome duplication
S000001320	YIL058W	S. cerevisiae	""	""	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000001321	YIL059C	S. cerevisiae	""	""	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YIL060W
S000001322	YIL060W	S. cerevisiae	""	""	Mitochondrial protein of unknown function; required for respiratory growth; mutant accumulates less glycogen than does wild type; null mutation results in a decrease in plasma membrane electron transport; YIL060W is not an essential gene
S000001323	YIL061C	S. cerevisiae	SNP1	""	Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress
S000001324	YIL062C	S. cerevisiae	ARC15	ARp2/3 Complex subunit	Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity
S000001325	YIL063C	S. cerevisiae	YRB2	Yeast Ran Binder	Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability
S000001326	YIL064W	S. cerevisiae	EFM4	Elongation Factor Methyltransferase	Lysine methyltransferase; involved in the dimethylation of eEF1A (Tef1p/Tef2p) at lysine 316; sequence similarity to S-adenosylmethionine-dependent methyltransferases of the seven beta-strand family; role in vesicular transport
S000001327	YIL065C	S. cerevisiae	FIS1	mitochondrial FISsion	Protein involved in mitochondrial fission and peroxisome abundance; may have a distinct role in tethering protein aggregates to mitochondria in order to retain them in the mother cell; required for localization of Dnm1p and Mdv1p during mitochondrial division; mediates ethanol-induced apoptosis and ethanol-induced mitochondrial fragmentation
S000001328	YIL066C	S. cerevisiae	RNR3	RiboNucleotide Reductase	Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog, RNR1, that arose from the whole genome duplication
S000001329	YIL067C	S. cerevisiae	""	""	Uncharacterized protein of unknown function
S000001330	YIL068C	S. cerevisiae	SEC6	SECretory	Essential 88kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; anchors the assembled complex to sites of secretion; interacts with SM-like protein and SNARE regulator Sec1p and may recruit it to sites of secretion; binds to SNARE complexes binteracting with Sec9p
S000001331	YIL069C	S. cerevisiae	RPS24B	Ribosomal Protein of the Small subunit	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S24, no bacterial homolog; RPS24B has a paralog, RPS24A, that arose from the whole genome duplication
S000001332	YIL070C	S. cerevisiae	MAM33	Mitochondrial Acidic Matrix protein	Acidic protein of the mitochondrial matrix that binds unassembled large subunit proteins during ribosome assembly; subunit of a complex containing Mrx6p, Pim1p, and Pet20p that may regulate mtDNA replication; related to the human complement receptor gC1q-R 
S000001333	YIL071C	S. cerevisiae	PCI8	Proteasome-COP9 signalosome (CSN)-eIF3	Possible shared subunit of Cop9 signalosome (CSN) and eIF3; binds eIF3b subunit Prt1p, has possible dual functions in transcriptional and translational control, contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain
S000001334	YIL072W	S. cerevisiae	HOP1	HOmolog Pairing	Meiosis-specific protein required for chromosome synapsis; displays Red1p dependent localization to the unsynapsed axial-lateral elements of the synaptonemal complex; required for chiasma formation; in vitro, displays the ability to promote intra- and intermolecular synapsis between double-stranded DNA molecules and to fold DNA into rigid protein-DNA filaments
S000001335	YIL073C	S. cerevisiae	SPO22	SPOrulation	Meiosis-specific protein essential for chromosome synapsis; involved in completion of nuclear divisions during meiosis; induced early in meiosis
S000001336	YIL074C	S. cerevisiae	SER33	SERine requiring	3-phosphoglycerate dehydrogenase and alpha-ketoglutarate reductase; 3PG dehydrogenase that catalyzes the first step in serine and glycine biosynthesis; also functions as an alpha-ketoglutarate reductase, converting alpha-ketoglutarate to D-2-hydroxyglutarate (D-2HG); localizes to the cytoplasm; SER33 has a paralog, SER3, that arose from the whole genome duplication
S000001337	YIL075C	S. cerevisiae	RPN2	Regulatory Particle Non-ATPase	Subunit of the 26S proteasome; substrate of the N-acetyltransferase Nat1p; protein abundance increases in response to DNA replication stress
S000001338	YIL076W	S. cerevisiae	SEC28	SECretory	Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth; protein abundance increases in response to DNA replication stress
S000001339	YIL077C	S. cerevisiae	RCI37	Respiratory Chain Interacting protein of ~37 kDa	Protein that associates with the large mitoribosomal subunit; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)
S000001340	YIL078W	S. cerevisiae	THS1	THreonyl tRNA Synthetase	Threonyl-tRNA synthetase; essential cytoplasmic protein; human homolog TARS can complement yeast null mutant
S000001341	YIL079C	S. cerevisiae	AIR1	Arginine methyltransferase-Interacting RING finger protein	Zinc knuckle protein; involved in nuclear RNA processing and degradation as a component of the TRAMP complex; stimulates the poly(A) polymerase activity of Pap2p in vitro; AIR1 has a paralog, AIR2, that arose from the whole genome duplication; although Air1p and Air2p are homologous TRAMP subunits, they have nonredundant roles in regulation of substrate specificity of the exosome
S000001342	YIL080W	S. cerevisiae	""	""	Deleted TyB Gag-Pol pseudogene; this feature was included in the original annotation in error and was later withdrawn because it overlaps completely with functional transposable element gene YIL082W-A
S000001345	YIL083C	S. cerevisiae	CAB2	Coenzyme A Biosynthesis	Phosphopantothenoylcysteine synthetase (PPCS); catalyzes the second step of coenzyme A biosynthesis from pantothenate; subunit of the CoA-Synthesizing Protein Complex (CoA-SPC) that contains: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p subunits; null mutant lethality is complemented by human homolog PPCS and by E. coli coaBC, a bifunctional enzyme with PPCS activity
S000001346	YIL084C	S. cerevisiae	SDS3	Suppressor of Defective Silencing	Component of the Rpd3L histone deacetylase complex; required for its structural integrity and catalytic activity, involved in transcriptional silencing and required for sporulation; relocalizes to the cytosol in response to hypoxia; cells defective in SDS3 display pleiotropic phenotypes
S000001347	YIL085C	S. cerevisiae	KTR7	Kre Two Related	Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR7 has a paralog, KTR5, that arose from the whole genome duplication
S000001348	YIL086C	S. cerevisiae	""	""	Putative protein of unknown function; conserved across S. cerevisiae strains
S000001349	YIL087C	S. cerevisiae	AIM19	Altered Inheritance rate of Mitochondria	Protein of unknown function; mitochondrial protein that physically interacts with Tim23p; null mutant displays reduced respiratory growth
S000001350	YIL088C	S. cerevisiae	AVT7	Amino acid Vacuolar Transport	Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters
S000001351	YIL089W	S. cerevisiae	""	""	Protein of unknown function found in the ER and vacuole lumen; overexpression of YIL089W affects endocytic protein trafficking
S000001352	YIL090W	S. cerevisiae	ICE2	Inheritance of Cortical ER	Integral ER membrane protein with type-III transmembrane domains; required for maintenance of ER zinc homeostasis; required for post-translational SRP-independent protein translocation into the ER; necessary for efficient targeting of Trm1p tRNA methyltransferase to the inner nuclear membrane; mutations cause defects in cortical ER morphology in both the mother and daughter cells
S000001353	YIL091C	S. cerevisiae	UTP25	U Three Protein	Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis
S000001354	YIL092W	S. cerevisiae	""	""	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus
S000001355	YIL093C	S. cerevisiae	RSM25	Ribosomal Small subunit of Mitochondria	Mitochondrial ribosomal protein of the small subunit
S000001356	YIL094C	S. cerevisiae	LYS12	LYSine requiring	Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate
S000001357	YIL095W	S. cerevisiae	PRK1	p53 Regulatory Kinase	Ser/Thr protein kinase; regulates the organization and function of the actin cytoskeleton; inhibits clathrin-mediated endocytosis; phosphorylates the Pan1p and Sla1p subunits of the Pan1p-Sla1p-End3p complex, resulting in inhibition of complex formation; inhibits Scd5p through phosphorylation; phosphorylates Pan1p-interacting proteins, Ent1/2 and Yap1801/2; negatively regulated through autophosphorylation; functional overlap with ARK1
S000001358	YIL096C	S. cerevisiae	BMT5	Base Methyltransferase of Twenty five S rRNA 5	Methyltransferase required for m3U2634 methylation of the 25S rRNA; S-adenosylmethionine-dependent; associates with precursors of the 60S ribosomal subunit; predicted to be involved in ribosome biogenesis
S000001359	YIL097W	S. cerevisiae	FYV10	Function required for Yeast Viability	Subunit of GID complex; involved in proteasome-dependent catabolite inactivation of gluconeogenic enzymes FBPase, PEPCK, and c-MDH; forms dimer with Rmd5p that is then recruited to GID Complex by Gid8p; contains a degenerate RING finger motif needed for GID complex ubiquitin ligase activity in vivo, as well as CTLH and CRA domains; plays role in anti-apoptosis; required for survival upon exposure to K1 killer toxin
S000001360	YIL098C	S. cerevisiae	FMC1	Formation of Mitochondrial Complexes	Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p
S000001361	YIL099W	S. cerevisiae	SGA1	Sporulation-specific GlycoAmylase	Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation, but dispensable for sporulation
S000001362	YIL100W	S. cerevisiae	""	""	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the dubious ORF YIL100C-A
S000001363	YIL101C	S. cerevisiae	XBP1	XhoI site-Binding Protein	Transcriptional repressor; binds promoter sequences of cyclin genes, CYS3, and SMF2; not expressed during log phase of growth, but induced by stress or starvation during mitosis, and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress
S000001365	YIL103W	S. cerevisiae	DPH1	DiPHthamide biosynthesis	Protein required for synthesis of diphthamide; required along with Dph2p, Kti11p, Jjj3p, and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); forms a complex with Dph2p that catalyzes the first step of diphthamide biosynthesis
S000001366	YIL104C	S. cerevisiae	SHQ1	Small nucleolar RNAs of the box H/ACA family Quantitative accumulation	Chaperone protein; required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing; functions as an RNA mimic; forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; homology with known Hsp90p cochaperones; relocalizes to the cytosol in response to hypoxia
S000001367	YIL105C	S. cerevisiae	SLM1	Synthetic Lethal with Mss4	Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; TORC2 complex substrate and effector; protein abundance increases in response to DNA replication stress; SLM1 has a paralog, SLM2, that arose from the whole genome duplication
S000001368	YIL106W	S. cerevisiae	MOB1	Mps One Binder	Component of the mitotic exit network; associates with and is required for the activation and Cdc15p-dependent phosphorylation of the Dbf2p kinase; required for cytokinesis and cell separation; component of the CCR4 transcriptional complex; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress
S000001369	YIL107C	S. cerevisiae	PFK26	6-PhosphoFructo-2-Kinase	6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A
S000001370	YIL108W	S. cerevisiae	""	""	Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress
S000001371	YIL109C	S. cerevisiae	SEC24	SECretory	Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SEC24 has a paralog, SFB2, that arose from the whole genome duplication
S000001372	YIL110W	S. cerevisiae	HPM1	Histidine Protein Methyltransferase	AdoMet-dependent methyltransferase; involved in a novel 3-methylhistidine modification of multiple proteins, including ribosomal protein Rpl3p; seven beta-strand MTase family member; null mutant exhibits a weak vacuolar protein sorting defect and caspofungin resistance
S000001373	YIL111W	S. cerevisiae	COX5B	Cytochrome c OXidase	Subunit Vb of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Bp is predominantly expressed during anaerobic growth while its isoform Va (Cox5Ap) is expressed during aerobic growth; COX5B has a paralog, COX5A, that arose from the whole genome duplication
S000001374	YIL112W	S. cerevisiae	HOS4	Hda One Similar	Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate
S000001375	YIL113W	S. cerevisiae	SDP1	Stress-inducible Dual specificity Phosphatase	Stress-inducible dual-specificity MAP kinase phosphatase; negatively regulates Slt2p MAP kinase by direct dephosphorylation, diffuse localization under normal conditions shifts to punctate localization after heat shock; SDP1 has a paralog, MSG5, that arose from the whole genome duplication
S000001376	YIL114C	S. cerevisiae	POR2	PORin	Putative mitochondrial porin (voltage-dependent anion channel); not required for mitochondrial membrane permeability or mitochondrial osmotic stability; POR2 has a paralog, POR1, that arose from the whole genome duplication
S000001377	YIL115C	S. cerevisiae	NUP159	NUclear Pore	FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p)
S000001378	YIL116W	S. cerevisiae	HIS5	HIStidine requiring	Histidinol-phosphate aminotransferase; catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts
S000001379	YIL117C	S. cerevisiae	PRM5	Pheromone-Regulated Membrane protein	Pheromone-regulated protein, predicted to have 1 transmembrane segment; induced during cell integrity signaling; PRM5 has a paralog, YNL058C, that arose from the whole genome duplication
S000001380	YIL118W	S. cerevisiae	RHO3	Ras HOmolog	Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; involved in the establishment of cell polarity; GTPase activity positively regulated by the GTPase activating protein (GAP) Rgd1p
S000001381	YIL119C	S. cerevisiae	RPI1	Ras-cAMP Pathway Inhibitor	Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF
S000001382	YIL120W	S. cerevisiae	QDR1	QuiniDine Resistance	Multidrug transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in spore wall assembly; sequence similarity to DTR1 and QDR3, and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; required for resistance to quinidine, ketoconazole, fluconazole, and barban; QDR1 has a paralog, AQR1, that arose from the whole genome duplication
S000001383	YIL121W	S. cerevisiae	QDR2	QuiniDine Resistance	Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; exports copper; has broad substrate specificity and can transport many mono- and divalent cations; transports a variety of drugs and is required for resistance to quinidine, barban, cisplatin, and bleomycin; contributes to potassium homeostasis; expression is regulated by copper
S000001384	YIL122W	S. cerevisiae	POG1	Promoter Of Growth	DNA-binding transcriptional activator; involved in cell cycle regulation; overexpression promotes recovery from pheromone induced arrest via CLN1/2 transcription, induction of of IME1 during sporulation, and suppression of stress sensitivity resulting from mutation of the E3 ubiquitin ligase Rsp5p; binds upstream of BAR1 and cell cycle-related genes; phosphorylated form may be ubiquitinated by Dma2p; potential Cdc28p substrate; regulated by Swi4/6 cell-cycle box binding factor (SBF)
S000001385	YIL123W	S. cerevisiae	SIM1	Start Independent of Mitosis	Protein of the SUN family (Sim1p, Uth1p, Nca3p, Sun4p); may participate in DNA replication; promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated; SIM1 has a paralog, SUN4, that arose from the whole genome duplication
S000001386	YIL124W	S. cerevisiae	AYR1	1-AcyldihYdroxyacetone-phosphate Reductase	Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in mobilization of non-polar lipids; found in lipid particles, endoplasmic reticulum and mitochondrial outer membrane; forms NADPH-regulated channel in mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones
S000001387	YIL125W	S. cerevisiae	KGD1	alpha-KetoGlutarate Dehydrogenase	Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase complex; catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA
S000001388	YIL126W	S. cerevisiae	STH1	SNF Two Homolog	ATPase component of the RSC chromatin remodeling complex; required for expression of early meiotic genes; promotes base excision repair in chromatin; essential helicase-related protein homologous to Snf2p
S000001389	YIL127C	S. cerevisiae	RRT14	Regulator of rDNA Transcription	Putative protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis
S000001390	YIL128W	S. cerevisiae	MET18	METhionine requiring	Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Cia2p that directs Fe-S cluster incorporation and maturation of a subset of cytosolic and nuclear proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human MMS19
S000001391	YIL129C	S. cerevisiae	TAO3	Transcriptional Activator of OCH1	Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p
S000001392	YIL130W	S. cerevisiae	ASG1	Activator of Stress Genes	Zinc cluster protein proposed to be a transcriptional regulator; regulator involved in the stress response; regulates utilization of fatty acids and accumulation of lipids
S000001393	YIL131C	S. cerevisiae	FKH1	ForK head Homolog	Forkhead family transcription factor; rate-limiting replication origin activator; evolutionarily conserved lifespan regulator; binds multiple chromosomal elements with distinct specificities, cell cycle dynamics; regulates transcription elongation, chromatin silencing at mating loci, expression of G2/M phase genes; facilitates clustering, activation of early-firing replication origins; binds HML recombination enhancer, regulates donor preference during mating-type switching
S000001394	YIL132C	S. cerevisiae	CSM2	Chromosome Segregation in Meiosis	Subunit of the Shu complex (aka PCSS complex); Shu complex also includes Psy3, Shu1, Shu2, and promotes error-free DNA repair; Shu complex mediates inhibition of Srs2p anti-recombinase function; promotes formation of Rad51p filaments; Psy3p and Csm2p contain similar DNA-binding regions which work together to form a single DNA binding site; required for accurate chromosome segregation during meiosis
S000001395	YIL133C	S. cerevisiae	RPL16A	Ribosomal Protein of the Large subunit	Ribosomal 60S subunit protein L16A; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16A has a paralog, RPL16B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress
S000001396	YIL134W	S. cerevisiae	FLX1	FLavin eXchange	Mitochondrial flavin adenine dinucleotide transporter; FAD is a synthesis product of riboflavin; human homolog SLC25A32 is implicated in multiple acyl-CoA dehydrogenase deficiency (MADD) or glutaric aciduria type II (GAII), and can complement yeast null mutant
S000001397	YIL135C	S. cerevisiae	VHS2	Viable in a Hal3 Sit4 background	Regulator of septin dynamics; involved in the regulation of septin dynamics at bud neck after mitotic entry, likely by stabilizing septin structure; regulated at post-translational level by cell cycle dependent phosphorylation; likely phosphorylated by Cdc28p and dephosphorylated by Cdc14p before cytokinesis; high-copy suppressor of synthetic lethality of sis2 sit4 double mutant; VHS2 has a paralog, MLF3, that arose from the whole genome duplication
S000001398	YIL136W	S. cerevisiae	OM45	Outer Membrane	Mitochondrial outer membrane protein of unknown function; major constituent of the outer membrane, extending into the intermembrane space; interacts with porin (Por1p) and with Om14p; imported via the presequence pathway involving the TOM and TIM23 complexes, then assembled in the outer membrane by Mim1p; protein abundance increases in response to DNA replication stress
S000001399	YIL137C	S. cerevisiae	TMA108	Translation Machinery Associated	Ribosome-associated, nascent chain binding factor; binds N-terminal region of nascent peptides during translation; recognizes target proteins via its putative metallopeptidase peptide-binding pocket
S000001400	YIL138C	S. cerevisiae	TPM2	TroPoMyosin	Minor isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; appears to have distinct and also overlapping functions with Tpm1p; TPM2 has a paralog, TPM1, that arose from the whole genome duplication
S000001401	YIL139C	S. cerevisiae	REV7	REVersionless	Accessory subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev3p, Pol31p and Pol32p
S000001402	YIL140W	S. cerevisiae	AXL2	AXiaL 2 bud site selection	Integral plasma membrane protein; required for axial budding in haploid cells; localizes to the incipient bud site and bud neck; glycosylated by Pmt4p; potential Cdc28p substrate
S000001403	YIL141W	S. cerevisiae	""	""	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000001404	YIL142W	S. cerevisiae	CCT2	Chaperonin Containing TCP-1	Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo
S000001405	YIL143C	S. cerevisiae	SSL2	Suppressor of Stem-Loop mutation	Component of RNA polymerase transcription factor TFIIH holoenzyme; acts as dsDNA-dependent translocase in context of TFIIH, unwinds DNA strands during initiation and promotes transcription start site (TSS) scanning; has DNA-dependent ATPase/helicase activity; interacts functionally with TFIIB, has roles in TSS selection and gene looping to juxtapose initiation and termination regions; involved in DNA repair; relocalizes to cytosol under hypoxia; homolog of human ERCC3
S000001406	YIL144W	S. cerevisiae	NDC80	Nuclear Division Cycle	Component of the kinetochore-associated Ndc80 complex; conserved coiled-coil protein involved in chromosome segregation, spindle checkpoint activity, and kinetochore assembly and clustering; evolutionarily conserved; complex members include Ndc80p, Nuf2p, Scp24p, and Spc25p; modified by sumoylation
S000001407	YIL145C	S. cerevisiae	PAN6	PANtothenate biosynthesis	Pantothenate synthase; also known as pantoate-beta-alanine ligase, required for pantothenic acid biosynthesis, deletion causes pantothenic acid auxotrophy, homologous to E. coli panC
S000001408	YIL146C	S. cerevisiae	ATG32	AuTophaGy related	Mitochondrial outer membrane protein required to initiate mitophagy; recruits the autophagy adaptor protein Atg11p and the ubiquitin-like protein Atg8p to the mitochondrial surface to initiate mitophagy, the selective vacuolar degradation of mitochondria in response to starvation; can promote pexophagy when placed ectopically in the peroxisomal membrane; regulates mitophagy and ethanol production during alcoholic fermentation
S000001409	YIL147C	S. cerevisiae	SLN1	Synthetic Lethal of N-end rule	Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators
S000001410	YIL148W	S. cerevisiae	RPL40A	Ribosomal Protein of the Large subunit	Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40A has a paralog, RPL40B, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress
S000001411	YIL149C	S. cerevisiae	MLP2	Myosin-Like Protein	Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog, MLP1, that arose from the whole genome duplication
S000001412	YIL150C	S. cerevisiae	MCM10	MiniChromosome Maintenance	Essential chromatin-associated protein; involved in initiation of DNA replication; required for association of MCM2-7 complex with replication origins; required to stabilize catalytic subunit of DNA polymerase-alpha; coordinates function of replication fork helicase; self-associates through its N-terminal domain
